[26.24086129 62.04737081 25.43669014 25.43669014 33.99728314],3.0,-0.7284051077048943,[25.84154971 61.97461089 25.43669014 25.43669014 34.10789868],False
[25.84154971 61.97461089 25.43669014 25.43669014 34.10789868],3.0,-0.3333333333333333,[25.44222461 61.90184259 25.43669014 25.43669014 34.21851309],False
[25.44222461 61.90184259 25.43669014 25.43669014 34.21851309],3.0,-0.5,[25.04289954 61.82907449 25.43669014 25.43669014 34.3291275 ],False
[25.04289954 61.82907449 25.43669014 25.43669014 34.3291275 ],4.0,-0.6666666666666666,[24.64357448 61.75630656 25.43669014 25.43669014 34.43974192],False
[24.64357448 61.75630656 25.43669014 25.43669014 34.43974192],4.0,0.8333333333333334,[24.24424942 61.6835386  25.43669014 25.43669014 34.55035634],False
[24.24424942 61.6835386  25.43669014 25.43669014 34.55035634],3.0,1.0,[23.84492435 61.61077024 25.43669014 25.43669014 34.66097075],False
[23.84492435 61.61077024 25.43669014 25.43669014 34.66097075],4.0,1.1666666666666667,[23.44559928 61.53800214 25.43669014 25.43669014 34.77158517],False
[23.44559928 61.53800214 25.43669014 25.43669014 34.77158517],4.0,1.3333333333333333,[23.04627421 61.46523421 25.43669014 25.43669014 34.88219959],False
[23.04627421 61.46523421 25.43669014 25.43669014 34.88219959],4.0,1.5,[22.64694916 61.39246624 25.43669014 25.43669014 34.992814  ],False
[22.64694916 61.39246624 25.43669014 25.43669014 34.992814  ],4.0,1.6666666666666667,[22.24762408 61.31969788 25.43669014 25.43669014 35.10342842],False
[22.24762408 61.31969788 25.43669014 25.43669014 35.10342842],4.0,1.8333333333333333,[21.84829901 61.24692978 25.43669014 25.43669014 35.21404283],False
[21.84829901 61.24692978 25.43669014 25.43669014 35.21404283],4.0,2.0,[21.44897395 61.17416186 25.43669014 25.43669014 35.32465725],False
[21.44897395 61.17416186 25.43669014 25.43669014 35.32465725],4.0,2.1666666666666665,[21.04964889 61.10139389 25.43669014 25.43669014 35.43527167],False
[21.04964889 61.10139389 25.43669014 25.43669014 35.43527167],4.0,2.3333333333333335,[20.65032382 61.02862553 25.43669014 25.43669014 35.54588608],False
[20.65032382 61.02862553 25.43669014 25.43669014 35.54588608],4.0,2.5,[20.25099875 60.95585743 25.43669014 25.43669014 35.6565005 ],False
[20.25099875 60.95585743 25.43669014 25.43669014 35.6565005 ],4.0,2.6666666666666665,[19.85167368 60.8830895  25.43669014 25.43669014 35.76711492],False
[19.85167368 60.8830895  25.43669014 25.43669014 35.76711492],4.0,2.8333333333333335,[19.45234863 60.81032153 25.43669014 25.43669014 35.87772933],False
[19.45234863 60.81032153 25.43669014 25.43669014 35.87772933],22.0,-1.5,[19.05302355 60.73755318 25.43669014 25.43669014 35.98834375],False
[19.05302355 60.73755318 25.43669014 25.43669014 35.98834375],22.0,3.1666666666666665,[18.65369848 60.66478507 25.43669014 25.43669014 36.09895816],False
[18.65369848 60.66478507 25.43669014 25.43669014 36.09895816],22.0,3.3333333333333335,[18.25437342 60.59201715 25.43669014 25.43669014 36.20957258],False
[18.25437342 60.59201715 25.43669014 25.43669014 36.20957258],22.0,3.5,[17.85504836 60.51924918 25.43669014 25.43669014 36.320187  ],False
[17.85504836 60.51924918 25.43669014 25.43669014 36.320187  ],22.0,3.6666666666666665,[17.45572329 60.44648082 25.43669014 25.43669014 36.43080141],False
[17.45572329 60.44648082 25.43669014 25.43669014 36.43080141],22.0,3.8333333333333335,[17.05639822 60.37371272 25.43669014 25.43669014 36.54141583],False
[17.05639822 60.37371272 25.43669014 25.43669014 36.54141583],22.0,4.0,[26.50670951 61.65660143 22.14806122 22.14806122 32.62312016],True
[25.83841582 80.25248122 23.63407143 23.63407143 33.32518919],14.0,-0.0,[25.42998709 78.89952394 23.63407143 23.63407143 33.35008947],False
[26.40293958 56.92024373 26.05666667 26.05666667 33.06518667],3.0,-0.16666666666666666,[26.0087158  57.64805481 26.05666667 26.05666667 33.21972966],False
[26.0087158  57.64805481 26.05666667 26.05666667 33.21972966],3.0,0.3333333333333333,[25.61449458 58.37595549 26.05666667 26.05666667 33.37427292],False
[25.61449458 58.37595549 26.05666667 26.05666667 33.37427292],3.0,0.5,[25.22027335 59.10385622 26.05666667 26.05666667 33.52881619],False
[25.22027335 59.10385622 26.05666667 26.05666667 33.52881619],3.0,0.6666666666666666,[24.82605212 59.8317568  26.05666667 26.05666667 33.68335946],False
[24.82605212 59.8317568  26.05666667 26.05666667 33.68335946],4.0,0.8333333333333334,[24.4318309  60.55965748 26.05666667 26.05666667 33.83790272],False
[24.4318309  60.55965748 26.05666667 26.05666667 33.83790272],22.0,-2.715915448759052,[24.03760967 61.28755821 26.05666667 26.05666667 33.99244599],False
[24.03760967 61.28755821 26.05666667 26.05666667 33.99244599],4.0,1.1666666666666667,[23.64338844 62.01545879 26.05666667 26.05666667 34.14698925],False
[23.64338844 62.01545879 26.05666667 26.05666667 34.14698925],4.0,1.3333333333333333,[23.24916721 62.74335948 26.05666667 26.05666667 34.30153251],False
[23.24916721 62.74335948 26.05666667 26.05666667 34.30153251],4.0,1.5,[22.85494598 63.4712602  26.05666667 26.05666667 34.45607578],False
[22.85494598 63.4712602  26.05666667 26.05666667 34.45607578],4.0,1.6666666666666667,[22.46072476 64.19916078 26.05666667 26.05666667 34.61061904],False
[22.46072476 64.19916078 26.05666667 26.05666667 34.61061904],3.0,1.8333333333333333,[22.06650353 64.92706147 26.05666667 26.05666667 34.7651623 ],False
[22.06650353 64.92706147 26.05666667 26.05666667 34.7651623 ],3.0,2.0,[21.6722823  65.6549622  26.05666667 26.05666667 34.91970557],False
[21.6722823  65.6549622  26.05666667 26.05666667 34.91970557],4.0,2.1666666666666665,[21.27806107 66.38286278 26.05666667 26.05666667 35.07424884],False
[21.27806107 66.38286278 26.05666667 26.05666667 35.07424884],4.0,2.3333333333333335,[20.88383985 67.11076346 26.05666667 26.05666667 35.2287921 ],False
[20.88383985 67.11076346 26.05666667 26.05666667 35.2287921 ],4.0,2.5,[20.48961862 67.83866419 26.05666667 26.05666667 35.38333537],False
