[[25.15375996 65.51886869 20.2290625  20.2290625  31.74421179]],20,-0.0,[[25.1597359  60.99834392 20.2290625  20.2290625  31.65150902]],False
[[25.1597359  60.99834392 20.2290625  20.2290625  31.65150902]],4,-0.2633113252619902,[[25.18416402 55.77985832 20.2290625  20.2290625  31.55862149]],False
[[25.18416402 55.77985832 20.2290625  20.2290625  31.55862149]],13,-1.69736067034925,[[25.20856957 50.56124982 20.2290625  20.2290625  31.46573555]],False
[[25.20856957 50.56124982 20.2290625  20.2290625  31.46573555]],9,-0.4271423916798085,[[25.23297511 45.34264144 20.2290625  20.2290625  31.37284961]],False
[[25.23297511 45.34264144 20.2290625  20.2290625  31.37284961]],12,-1.077658369205892,[[25.25738065 40.12403306 20.2290625  20.2290625  31.27996367]],False
[[25.25738065 40.12403306 20.2290625  20.2290625  31.27996367]],11,-0.7322419368817161,[[25.28178619 34.90542468 20.2290625  20.2290625  31.18707773]],False
[[25.28178619 34.90542468 20.2290625  20.2290625  31.18707773]],7,-1.6408930947072804,[[25.30619173 29.68681631 20.2290625  20.2290625  31.09419179]],False
[[25.30619173 29.68681631 20.2290625  20.2290625  31.09419179]],14,-2.220278509349252,[[25.33059727 24.46820793 20.2290625  20.2290625  31.00130585]],False
[[25.33059727 24.46820793 20.2290625  20.2290625  31.00130585]],25,-1.22039818080763,[[25.35500281 19.24959955 20.2290625  20.2290625  30.90841991]],False
[[25.35500281 19.24959955 20.2290625  20.2290625  30.90841991]],11,1.5,[[25.37940835 14.03099117 20.2290625  20.2290625  30.81553397]],False
[[25.37940835 14.03099117 20.2290625  20.2290625  30.81553397]],26,-2.8161736275069416,[[25.40381389  8.81238279 20.2290625  20.2290625  30.72264802]],False
[[25.40381389  8.81238279 20.2290625  20.2290625  30.72264802]],2,-1.8333333333333333,[[25.42821943  3.59377441 20.2290625  20.2290625  30.62976208]],False
[[25.42821943  3.59377441 20.2290625  20.2290625  30.62976208]],2,-2.0,[[25.45262498 -1.62483397 20.2290625  20.2290625  30.53687614]],False
[[25.45262498 -1.62483397 20.2290625  20.2290625  30.53687614]],11,-11.865343723678961,[[25.47703052 -6.84344235 20.2290625  20.2290625  30.4439902 ]],False
[[25.47703052 -6.84344235 20.2290625  20.2290625  30.4439902 ]],2,-8.723202269369116,[[ 25.50143606 -12.06205073  20.2290625   20.2290625   30.35110426]],False
[[ 25.50143606 -12.06205073  20.2290625   20.2290625   30.35110426]],24,-13.751795071875677,[[ 25.5258416  -17.28065911  20.2290625   20.2290625   30.25821832]],False
[[ 25.5258416  -17.28065911  20.2290625   20.2290625   30.25821832]],19,-2.6666666666666665,[[ 25.55024714 -22.49926749  20.2290625   20.2290625   30.16533238]],False
[[ 25.55024714 -22.49926749  20.2290625   20.2290625   30.16533238]],20,-2.125,[[ 25.57465268 -27.71787587  20.2290625   20.2290625   30.07244644]],False
[[ 25.57465268 -27.71787587  20.2290625   20.2290625   30.07244644]],0,-4.611979020293802,[[ 25.59905822 -32.93648425  20.2290625   20.2290625   29.97956049]],False
[[ 25.59905822 -32.93648425  20.2290625   20.2290625   29.97956049]],26,-16.781842183399323,[[ 25.62346376 -38.15509263  20.2290625   20.2290625   29.88667455]],False
[[ 25.62346376 -38.15509263  20.2290625   20.2290625   29.88667455]],7,-2.5,[[ 25.6478693  -43.37370101  20.2290625   20.2290625   29.79378861]],False
[[ 25.6478693  -43.37370101  20.2290625   20.2290625   29.79378861]],8,-2.625,[[ 25.67227484 -48.59230939  20.2290625   20.2290625   29.70090267]],False
[[ 25.67227484 -48.59230939  20.2290625   20.2290625   29.70090267]],25,-14.065837213614333,[[ 25.69668038 -53.81091776  20.2290625   20.2290625   29.60801673]],False
[[ 25.69668038 -53.81091776  20.2290625   20.2290625   29.60801673]],13,-2.875,[[ 25.72108593 -59.02952614  20.2290625   20.2290625   29.51513079]],False
[[ 25.72108593 -59.02952614  20.2290625   20.2290625   29.51513079]],2,-12.442171851173043,[[26.66466305 62.06354031 25.43669014 25.43669014 33.88838085]],True
[[24.49272563 82.73249865 19.51275229 19.51275229 31.80543543]],8,-0.0,[[24.61096906 77.07236266 19.51275229 19.51275229 31.68126621]],False
[[24.61096906 77.07236266 19.51275229 19.51275229 31.68126621]],14,-0.5925807549307743,[[24.72178295 71.32982558 19.51275229 19.51275229 31.55800305]],False
[[24.72178295 71.32982558 19.51275229 19.51275229 31.55800305]],14,-0.3333333333333333,[[24.83259585 65.58729714 19.51275229 19.51275229 31.43473988]],False
[[24.83259585 65.58729714 19.51275229 19.51275229 31.43473988]],3,-1.3331489621195942,[[24.94340874 59.8447687  19.51275229 19.51275229 31.31147672]],False
[[24.94340874 59.8447687  19.51275229 19.51275229 31.31147672]],18,-3.3144695811594524,[[25.05422164 54.10224026 19.51275229 19.51275229 31.18821355]],False
[[25.05422164 54.10224026 19.51275229 19.51275229 31.18821355]],19,-0.8333333333333334,[[25.16503453 48.35971183 19.51275229 19.51275229 31.06495038]],False
[[25.16503453 48.35971183 19.51275229 19.51275229 31.06495038]],17,0.4174827332608402,[[25.27584743 42.61718339 19.51275229 19.51275229 30.94168721]],False
[[25.27584743 42.61718339 19.51275229 19.51275229 30.94168721]],18,-0.45257766661234206,[[25.38666032 36.87465495 19.51275229 19.51275229 30.81842404]],False
[[25.38666032 36.87465495 19.51275229 19.51275229 30.81842404]],13,0.40889311768114567,[[25.49747322 31.13212651 19.51275229 19.51275229 30.69516087]],False
[[25.49747322 31.13212651 19.51275229 19.51275229 30.69516087]],12,1.5,[[25.60828611 25.38959807 19.51275229 19.51275229 30.5718977 ]],False
[[25.60828611 25.38959807 19.51275229 19.51275229 30.5718977 ]],8,-1.756905094565203,[[25.71909901 19.64706963 19.51275229 19.51275229 30.44863453]],False
[[25.71909901 19.64706963 19.51275229 19.51275229 30.44863453]],17,-3.8675074244383723,[[25.8299119  13.90454119 19.51275229 19.51275229 30.32537136]],False
[[25.8299119  13.90454119 19.51275229 19.51275229 30.32537136]],8,-1.3299119034782052,[[25.9407248   8.16201276 19.51275229 19.51275229 30.20210819]],False
[[25.9407248   8.16201276 19.51275229 19.51275229 30.20210819]],14,-9.1441185316847,[[26.05153769  2.41948432 19.51275229 19.51275229 30.07884502]],False
[[26.05153769  2.41948432 19.51275229 19.51275229 30.07884502]],8,-7.6434606423911955,[[26.16235059 -3.32304412 19.51275229 19.51275229 29.95558186]],False
[[26.16235059 -3.32304412 19.51275229 19.51275229 29.95558186]],16,-10.827938235597685,[[26.27316348 -9.06557256 19.51275229 19.51275229 29.83231869]],False
[[26.27316348 -9.06557256 19.51275229 19.51275229 29.83231869]],21,-7.697551311304172,[[ 26.38397638 -14.808101    19.51275229  19.51275229  29.70905552]],False
[[ 26.38397638 -14.808101    19.51275229  19.51275229  29.70905552]],4,-4.793966536177322,[[ 26.49478927 -20.55062944  19.51275229  19.51275229  29.58579235]],False
[[ 26.49478927 -20.55062944  19.51275229  19.51275229  29.58579235]],13,-16.492183910217136,[[ 26.60560217 -26.29315788  19.51275229  19.51275229  29.46252918]],False
[[ 26.60560217 -26.29315788  19.51275229  19.51275229  29.46252918]],7,-10.45887010009028,[[ 26.71641506 -32.03568631  19.51275229  19.51275229  29.33926601]],False
[[ 26.71641506 -32.03568631  19.51275229  19.51275229  29.33926601]],0,-14.527358439130088,[[ 26.82722796 -37.77821475  19.51275229  19.51275229  29.21600284]],False
[[ 26.82722796 -37.77821475  19.51275229  19.51275229  29.21600284]],5,-20.69764892733656,[[ 26.93804085 -43.52074319  19.51275229  19.51275229  29.09273967]],False
[[ 26.93804085 -43.52074319  19.51275229  19.51275229  29.09273967]],10,-20.969741564709693,[[ 27.04885375 -49.26327163  19.51275229  19.51275229  28.9694765 ]],False
[[ 27.04885375 -49.26327163  19.51275229  19.51275229  28.9694765 ]],9,-2.875,[[ 27.15966664 -55.00580007  19.51275229  19.51275229  28.84621333]],False
[[ 27.15966664 -55.00580007  19.51275229  19.51275229  28.84621333]],13,-17.319333286955953,[[28.00250573 77.44270468 25.9645     25.9645     33.31069056]],True
[[25.56340869 82.34405246 22.99904762 22.99904762 33.36537577]],1,-0.0,[[25.24538554 80.50138859 22.99904762 22.99904762 33.38065276]],False
[[25.24538554 80.50138859 22.99904762 22.99904762 33.38065276]],24,-0.8954487948597436,[[24.92830338 78.71286414 22.99904762 22.99904762 33.39578292]],False
[[24.92830338 78.71286414 22.99904762 22.99904762 33.39578292]],9,-0.3333333333333333,[[24.61122389 76.92434273 22.99904762 22.99904762 33.4109132 ]],False
[[24.61122389 76.92434273 22.99904762 22.99904762 33.4109132 ]],12,-1.6528059736582534,[[24.29414438 75.1358211  22.99904762 22.99904762 33.42604352]],False
[[24.29414438 75.1358211  22.99904762 22.99904762 33.42604352]],7,-1.5980481255475543,[[23.97706488 73.34729972 22.99904762 22.99904762 33.44117383]],False
[[23.97706488 73.34729972 22.99904762 22.99904762 33.44117383]],4,-2.698777033751689,[[23.65998536 71.55877835 22.99904762 22.99904762 33.45630414]],False
[[23.65998536 71.55877835 22.99904762 22.99904762 33.45630414]],26,-2.3299926796442065,[[23.34290584 69.77025672 22.99904762 22.99904762 33.47143445]],False
